section,key,english,malayalam,notes
content,tracks.4.point4,Leadership Among Professionals - each practitioner becomes a social and strategic leader.,പ്രൊഫഷണലുകൾക്കിടയിൽ നേതൃത്വം - ഓരോ പ്രാക്ടീഷണറും സാമൂഹികവും തന്ത്രപരവുമായ നേതാവായി മാറുന്നു.,
content,tracks.4.point5,"Inventory Management - best medicines and materials, sourced statewide for critical cases.",ഇൻവെന്ററി മാനേജ്മെന്റ് - ഗുരുതരമായ കേസുകൾക്കായി സംസ്ഥാനവ്യാപകമായി ലഭ്യമാക്കുന്ന മികച്ച മരുന്നുകളും വസ്തുക്കളും.,
content,tracks.5.title,Star Model · Building District Coordination Committees,സ്റ്റാർ മോഡൽ · ജില്ലാ ഏകോപന സമിതികൾ നിർമ്മിക്കൽ,
content,tracks.5.summary,Activate and integrate the five stakeholder groups at the district level.,ജില്ലാ തലത്തിൽ അഞ്ച് സ്റ്റേക്ക്‌ഹോൾഡർ ഗ്രൂപ്പുകളെ സജീവമാക്കുകയും സംയോജിപ്പിക്കുകയും ചെയ്യുക.,
content,tracks.5.output,"Functional district committees connecting government, corporate, trade, HCP, LSG, and neighbourhood layers.","സർക്കാർ, കോർപ്പറേറ്റ്, വ്യാപാരം, എച്ച്.സി.പി, തദ്ദേശ സ്വയംഭരണ സ്ഥാപനങ്ങൾ, അയൽപക്ക തലങ്ങളെ ബന്ധിപ്പിക്കുന്ന പ്രവർത്തനപരമായ ജില്ലാ കമ്മിറ്റികൾ.",
content,tracks.5.point1,"Trade Associations - meet executive committees, collect district lists, assign two state leads.","ട്രേഡ് അസോസിയേഷനുകൾ - എക്സിക്യൂട്ടീവ് കമ്മിറ്റികൾ സന്ദർശിക്കുക, ജില്ലാ ലിസ്റ്റുകൾ ശേഖരിക്കുക, രണ്ട് സംസ്ഥാന ലീഡുകളെ നിയോഗിക്കുക.",
content,tracks.5.point2,"HCP Engagement - doctors, specialists, dentists, nurses, therapists, technicians coordinated by district.","എച്ച്സിപി ഇടപെടൽ - ഡോക്ടർമാർ, സ്പെഷ്യലിസ്റ്റുകൾ, ദന്തഡോക്ടർമാർ, നഴ്‌സുമാർ, തെറാപ്പിസ്റ്റുകൾ, ടെക്‌നീഷ്യൻമാർ എന്നിവർ ജില്ലയുടെ അടിസ്ഥാനത്തിൽ ഏകോപിപ്പിക്കപ്പെടുന്നു.",
content,tracks.5.point3,LSG Channel - engagement via District Panchayat Presidents and Municipal bodies.,എൽഎസ്ജി ചാനൽ - ജില്ലാ പഞ്ചായത്ത് പ്രസിഡന്റുമാർ വഴിയും മുനിസിപ്പൽ ബോഡികൾ വഴിയും ഇടപെടൽ.,
content,tracks.5.point4,Neighbourhood Layer - Residents' and Flat Owners' Associations mapped and integrated.,അയൽപക്ക പാളി - താമസക്കാരുടെയും ഫ്ലാറ്റ് ഉടമകളുടെയും അസോസിയേഷനുകൾ മാപ്പ് ചെയ്ത് സംയോജിപ്പിച്ചിരിക്കുന്നു.,
# === CONTENT · MILESTONES (9) ===,,,,
content,milestones.1.title,Form District Coordination Committees,ജില്ലാ ഏകോപന സമിതികൾ രൂപീകരിക്കുക.,
content,milestones.1.body,"Replicate the Kochi model across all districts. Each committee includes trade association leaders, community foundation leaders, and IMA leaders.","കൊച്ചി മാതൃക എല്ലാ ജില്ലകളിലും പകർത്തുക. ഓരോ കമ്മിറ്റിയിലും ട്രേഡ് അസോസിയേഷൻ നേതാക്കൾ, കമ്മ്യൂണിറ്റി ഫൗണ്ടേഷൻ നേതാക്കൾ, ഐഎംഎ നേതാക്കൾ എന്നിവർ ഉൾപ്പെടുന്നു.",
content,milestones.2.title,Form the SPV,SPV രൂപീകരിക്കുക,
content,milestones.2.body,"Resolutions sought from IMA State and IMA Cochin to form an SPV, with foundation reps and trade leaders as ex-officio members.",ഫൗണ്ടേഷൻ പ്രതിനിധികളും വ്യാപാര നേതാക്കളും എക്സ്-ഒഫീഷ്യോ അംഗങ്ങളായി ഒരു എസ്‌പി‌വി രൂപീകരിക്കുന്നതിന് ഐ‌എം‌എ സ്റ്റേറ്റിൽ നിന്നും ഐ‌എം‌എ കൊച്ചിനിൽ നിന്നും പ്രമേയങ്ങൾ ആവശ്യപ്പെട്ടു.,
content,milestones.3.title,Anchor IMA District Leadership,ആങ്കർ ഐഎംഎ ജില്ലാ നേതൃത്വം,
content,milestones.3.body,IMA district leaders nominate an anchor and team. Specialist association leaders form the basis of the specialist panel.,IMA ജില്ലാ നേതാക്കൾ ഒരു അവതാരകനെയും ടീമിനെയും നാമനിർദ്ദേശം ചെയ്യുന്നു. സ്പെഷ്യലിസ്റ്റ് അസോസിയേഷൻ നേതാക്കളാണ് സ്പെഷ്യലിസ്റ്റ് പാനലിന്റെ അടിസ്ഥാനം.,
content,milestones.4.title,Map Healthcare Gaps,ആരോഗ്യ സംരക്ഷണ വിടവുകൾ മാപ്പ് ചെയ്യുക,
content,milestones.4.body,"A district-by-district inventory of where care does not reach, falls short, or duplicates.","പരിചരണം എത്താത്തതോ, പോരായ്മയുള്ളതോ, അല്ലെങ്കിൽ തനിപ്പകർപ്പുകൾ ഉള്ളതോ ആയ സ്ഥലങ്ങളുടെ ജില്ല തിരിച്ചുള്ള പട്ടിക.",
content,milestones.5.title,Budget the Gaps,ബജറ്റ് വിടവുകൾ,
content,milestones.5.body,Convert the gap inventory into financial requirements per district and care category.,"ജില്ല, പരിചരണ വിഭാഗം എന്നിവയനുസരിച്ചുള്ള സാമ്പത്തിക ആവശ്യകതകളാക്കി വിടവ് ഇൻവെന്ററി മാറ്റുക.",
content,milestones.6.title,Mobilise Resources,വിഭവങ്ങൾ സമാഹരിക്കുക,
content,milestones.6.body,"Secure the three resource categories required to operate: funds, people engagements, materials.","പ്രവർത്തിക്കാൻ ആവശ്യമായ മൂന്ന് വിഭവ വിഭാഗങ്ങൾ സുരക്ഷിതമാക്കുക: ഫണ്ടുകൾ, ആളുകളുടെ ഇടപെടലുകൾ, വസ്തുക്കൾ.",
content,milestones.7.title,Deploy to Build,നിർമ്മിക്കാൻ വിന്യസിക്കുക,
content,milestones.7.body,"Convert resources into operational footprint: capacity, staffing, capability.","വിഭവങ്ങളെ പ്രവർത്തനപരമായ കാൽപ്പാടുകളാക്കി മാറ്റുക: ശേഷി, സ്റ്റാഫ്, ശേഷി.",
content,milestones.8.title,Report Care Coverage,പരിചരണ കവറേജ് റിപ്പോർട്ട് ചെയ്യുക,
content,milestones.8.body,"Track operational performance: volume, efficiency, quality.","പ്രവർത്തന പ്രകടനം ട്രാക്ക് ചെയ്യുക: വ്യാപ്തം, കാര്യക്ഷമത, ഗുണമേന്മ.",
content,milestones.9.title,Measure Societal Impact,സാമൂഹിക ആഘാതം അളക്കുക,
content,milestones.9.body,"Track population indicators: poverty from out-of-pocket expense, dignity, children/elderly reach, death at home, reduction in unnecessary C-sections.","ജനസംഖ്യാ സൂചകങ്ങൾ ട്രാക്ക് ചെയ്യുക: സ്വന്തം ചെലവിൽ നിന്നുള്ള ദാരിദ്ര്യം, അന്തസ്സ്, കുട്ടികൾ/വാർദ്ധക്യസഹജമായ അവസ്ഥ, വീട്ടിൽ മരണം, അനാവശ്യമായ സി-സെക്ഷനുകളുടെ കുറവ്.",
# === CONTENT · 100-DAY PLAN (6) ===,,,,
content,hundredDay.1.title,Identify a pilot location,ഒരു പൈലറ്റ് ലൊക്കേഷൻ തിരിച്ചറിയുക,
content,hundredDay.1.body,Diverse demographic representation; demonstrates the model across socio-economic strata.,വൈവിധ്യമാർന്ന ജനസംഖ്യാ പ്രാതിനിധ്യം; സാമൂഹിക-സാമ്പത്തിക തലങ്ങളിലുടനീളം മാതൃക പ്രകടമാക്കുന്നു.,
content,hundredDay.2.title,Map human resources & community networks,മാനവ വിഭവശേഷിയും കമ്മ്യൂണിറ്റി നെറ്റ്‌വർക്കുകളും മാപ്പ് ചെയ്യുക,
content,hundredDay.2.body,"Inventory of healthcare professionals, volunteers, and community institutions in the pilot geography.","പൈലറ്റ് ഭൂമിശാസ്ത്രത്തിൽ ആരോഗ്യ സംരക്ഷണ പ്രൊഫഷണലുകൾ, സന്നദ്ധപ്രവർത്തകർ, കമ്മ്യൂണിറ്റി സ്ഥാപനങ്ങൾ എന്നിവയുടെ ഇൻവെന്ററി.",
content,hundredDay.3.title,Build the digital infrastructure framework,ഡിജിറ്റൽ ഇൻഫ്രാസ്ട്രക്ചർ ചട്ടക്കൂട് നിർമ്മിക്കുക,
content,hundredDay.3.body,"Coordination dashboard and EMR + CMR integration, leveraging Open Health Care Network.",ഓപ്പൺ ഹെൽത്ത് കെയർ നെറ്റ്‌വർക്കിനെ പ്രയോജനപ്പെടുത്തി കോർഡിനേഷൻ ഡാഷ്‌ബോർഡും ഇഎംആർ + സിഎംആർ സംയോജനവും.,
content,hundredDay.4.title,Develop training modules,പരിശീലന മൊഡ്യൂളുകൾ വികസിപ്പിക്കുക,
content,hundredDay.4.body,"Training across the Star Model: HCPs, community workers, residents' associations, trade volunteers.","സ്റ്റാർ മോഡലിലുടനീളം പരിശീലനം: എച്ച്.സി.പി.മാർ, കമ്മ്യൂണിറ്റി പ്രവർത്തകർ, റസിഡന്റ്സ് അസോസിയേഷനുകൾ, ട്രേഡ് വളണ്ടിയർമാർക്ക്.",
content,hundredDay.5.title,Form the multi-stakeholder coordination forum,മൾട്ടി-സ്റ്റേക്ക്‌ഹോൾഡർ കോർഡിനേഷൻ ഫോറം രൂപീകരിക്കുക.,
content,hundredDay.5.body,The formal forum that holds the model accountable across the five stakeholder groups.,അഞ്ച് പങ്കാളി ഗ്രൂപ്പുകളിലുടനീളം മോഡലിനെ ഉത്തരവാദിത്തപ്പെടുത്തുന്ന ഔപചാരിക ഫോറം.,
content,hundredDay.6.title,Design volunteer engagement & resource mobilisation,വളണ്ടിയർ ഇടപെടലും വിഭവ സമാഹരണവും രൂപകൽപ്പന ചെയ്യുക,
content,hundredDay.6.body,"Volunteer onboarding pathways, role definitions, and a structured resource mobilisation plan.","വളണ്ടിയർ ഓൺബോർഡിംഗ് പാതകൾ, റോൾ നിർവചനങ്ങൾ, ഒരു ഘടനാപരമായ വിഭവ സമാഹരണ പദ്ധതി.",
# === CONTENT · CHALLENGES (3) ===,,,,
content,challenges.1.title,Revival of the Family Doctor & Preventive Care,കുടുംബ ഡോക്ടറുടെയും പ്രതിരോധ പരിചരണത്തിന്റെയും പുനരുജ്ജീവനം,
content,challenges.1.point1,Reintroduce the family doctor system despite current knowledge gaps.,നിലവിലുള്ള അറിവിലെ വിടവുകൾക്കിടയിലും കുടുംബ ഡോക്ടർ സംവിധാനം വീണ്ടും അവതരിപ്പിക്കുക.,
content,challenges.1.point2,Develop curriculum and training programs.,പാഠ്യപദ്ധതിയും പരിശീലന പരിപാടികളും വികസിപ്പിക്കുക.,
content,challenges.1.point3,Introduce preventive consultations with appropriate fee models.,ഉചിതമായ ഫീസ് മാതൃകകൾ ഉപയോഗിച്ച് പ്രതിരോധ കൺസൾട്ടേഷനുകൾ അവതരിപ്പിക്കുക.,
content,challenges.1.point4,Engage with IRDAI to align insurance with preventive healthcare.,പ്രതിരോധ ആരോഗ്യ സംരക്ഷണവുമായി ഇൻഷുറൻസിനെ സംയോജിപ്പിക്കുന്നതിന് ഐആർഡിഎഐയുമായി സഹകരിക്കുക.,
content,challenges.2.title,Cost-Effective & Equitable Healthcare,ചെലവ് കുറഞ്ഞതും നീതിയുക്തവുമായ ആരോഗ്യ സംരക്ഷണം,
content,challenges.2.point1,Reduce financial burden on families; prevent healthcare-induced poverty.,കുടുംബങ്ങളുടെ മേലുള്ള സാമ്പത്തിക ഭാരം കുറയ്ക്കുക; ആരോഗ്യ സംരക്ഷണം മൂലമുണ്ടാകുന്ന ദാരിദ്ര്യം തടയുക.,
content,challenges.2.point2,Complement the limitations of the government system.,സർക്കാർ സംവിധാനത്തിന്റെ പരിമിതികളെ പൂരകമാക്കുക.,
content,challenges.2.point3,Cross-subsidy: those who can afford support those who cannot.,"ക്രോസ് സബ്സിഡി: താങ്ങാൻ കഴിയുന്നവർ, കഴിയാത്തവരെ പിന്തുണയ്ക്കുക.",
content,challenges.2.point4,Take leadership in driving systemic change.,വ്യവസ്ഥാപരമായ മാറ്റം കൊണ്ടുവരുന്നതിൽ നേതൃത്വം ഏറ്റെടുക്കുക.,
content,challenges.3.title,Lifelong Health Systems through EMR,EMR വഴിയുള്ള ആജീവനാന്ത ആരോഗ്യ സംവിധാനങ്ങൾ,
content,challenges.3.point1,"Establish health as a continuous, lifelong process.","ആരോഗ്യത്തെ തുടർച്ചയായ, ആജീവനാന്ത പ്രക്രിയയായി സ്ഥാപിക്കുക.",
content,challenges.3.point2,Lead adoption of Electronic Medical Records.,ഇലക്ട്രോണിക് മെഡിക്കൽ റെക്കോർഡുകൾ സ്വീകരിക്കുന്നതിന് നേതൃത്വം നൽകുക.,
content,challenges.3.point3,"Ensure continuity, coordination, and efficiency in care delivery.","പരിചരണ വിതരണത്തിൽ തുടർച്ച, ഏകോപനം, കാര്യക്ഷമത എന്നിവ ഉറപ്പാക്കുക.",
content,challenges.3.point4,Use the EMR backbone to coordinate the entire Star Model.,മുഴുവൻ സ്റ്റാർ മോഡലിനെയും ഏകോപിപ്പിക്കാൻ EMR ബാക്ക്ബോൺ ഉപയോഗിക്കുക.,
# === CONTENT · INSIGHTS (10) ===,,,,
content,insights.1.tag,Community,സമൂഹം,
content,insights.1.title,Strengthening community-based care,സമൂഹാടിസ്ഥാനത്തിലുള്ള പരിചരണം ശക്തിപ്പെടുത്തൽ,
content,insights.1.body,Shift from institution-centric care to community and home-based models. Palliative care in Kerala cited as a strong example.,"സ്ഥാപന കേന്ദ്രീകൃത പരിചരണത്തിൽ നിന്ന് കമ്മ്യൂണിറ്റി, ഹോം അധിഷ്ഠിത മാതൃകകളിലേക്കുള്ള മാറ്റം. കേരളത്തിലെ പാലിയേറ്റീവ് കെയർ ഒരു ശക്തമായ ഉദാഹരണമായി ചൂണ്ടിക്കാണിക്കപ്പെടുന്നു.",
content,insights.2.tag,Cohesion,ഏകീകരണം,
content,insights.2.title,Rebuilding neighbourhood networks,അയൽപക്ക ശൃംഖലകൾ പുനർനിർമ്മിക്കൽ,
content,insights.2.body,NNHC as an opportunity to rebuild social cohesion and mutual support inside communities.,സമൂഹങ്ങൾക്കുള്ളിൽ സാമൂഹിക ഐക്യവും പരസ്പര പിന്തുണയും പുനർനിർമ്മിക്കാനുള്ള അവസരമായി NNHC.,
content,insights.3.tag,Prevention,പ്രതിരോധം,
content,insights.3.title,Promotive & preventive healthcare,പ്രോത്സാഹനപരവും പ്രതിരോധപരവുമായ ആരോഗ്യ സംരക്ഷണം,
content,insights.3.body,"Embedding prevention into daily life - nutrition, activity, sleep, mental well-being. Bakery and hotel associations as touchpoints.","ദൈനംദിന ജീവിതത്തിൽ പ്രതിരോധം ഉൾപ്പെടുത്തൽ - പോഷകാഹാരം, പ്രവർത്തനം, ഉറക്കം, മാനസിക ക്ഷേമം. ബേക്കറി, ഹോട്ടൽ അസോസിയേഷനുകൾ എന്നിവ സമ്പർക്ക കേന്ദ്രങ്ങളായി.",
content,insights.4.tag,Access,ആക്സസ്,
content,insights.4.title,Infrastructure & accessibility,അടിസ്ഥാന സൗകര്യങ്ങളും പ്രവേശനക്ഷമതയും,
content,insights.4.body,"Builders Association committed to wheelchair access, wider doors and lifts, side rails - aligning urban development with care.","വീൽചെയർ സൗകര്യം, വിശാലമായ വാതിലുകളും ലിഫ്റ്റുകളും, സൈഡ് റെയിലുകളും - നഗര വികസനത്തെ ശ്രദ്ധയോടെ വിന്യസിക്കുന്നതിന് ബിൽഡേഴ്‌സ് അസോസിയേഷൻ പ്രതിജ്ഞാബദ്ധമാണ്.",
content,insights.5.tag,Clinical,ക്ലിനിക്കൽ,
content,insights.5.title,Integration of healthcare professionals,ആരോഗ്യ സംരക്ഷണ വിദഗ്ധരുടെ സംയോജനം,
content,insights.5.body,"Active doctor involvement via IMA, stronger referrals, integrated community + institutional care, training young HCPs.","ഐഎംഎ വഴിയുള്ള സജീവമായ ഡോക്ടർ ഇടപെടൽ, ശക്തമായ റഫറലുകൾ, സംയോജിത കമ്മ്യൂണിറ്റി + സ്ഥാപന പരിചരണം, യുവ എച്ച്സിപിമാരെ പരിശീലിപ്പിക്കൽ.",
content,insights.6.tag,Tech,ടെക്,
content,insights.6.title,Leveraging technology for coordination,ഏകോപനത്തിനായി സാങ്കേതികവിദ്യ പ്രയോജനപ്പെടുത്തുന്നു,
content,insights.6.body,"Unified coordination dashboard, EMR + CMR integration, open-source platforms such as Open Health Care Network.","ഏകീകൃത ഏകോപന ഡാഷ്‌ബോർഡ്, EMR + CMR സംയോജനം, ഓപ്പൺ ഹെൽത്ത് കെയർ നെറ്റ്‌വർക്ക് പോലുള്ള ഓപ്പൺ സോഴ്‌സ് പ്ലാറ്റ്‌ഫോമുകൾ.",
content,insights.7.tag,People,ആളുകൾ,
content,insights.7.title,Volunteerism & universal contribution,സന്നദ്ധപ്രവർത്തനവും സാർവത്രിക സംഭാവനയും,
content,insights.7.body,"A large pool of volunteers exists. What is needed: structured engagement, capacity building, clear role definition.","വളണ്ടിയർമാരുടെ ഒരു വലിയ കൂട്ടം നിലവിലുണ്ട്. ആവശ്യമുള്ളത്: ഘടനാപരമായ ഇടപെടൽ, ശേഷി വർദ്ധിപ്പിക്കൽ, വ്യക്തമായ റോൾ നിർവചനം.",
content,insights.8.tag,Funding,ഫണ്ടിംഗ്,
content,insights.8.title,Financial sustainability,സാമ്പത്തിക സുസ്ഥിരത,
content,insights.8.body,Sustainable models that avoid over-commercialisation. Multi-industry support assured. Cross-subsidy endorsed as guiding principle.,അമിത വാണിജ്യവൽക്കരണം ഒഴിവാക്കുന്ന സുസ്ഥിര മാതൃകകൾ. ബഹു-വ്യവസായ പിന്തുണ ഉറപ്പ്. മാർഗ്ഗനിർദ്ദേശ തത്വമായി ക്രോസ്-സബ്‌സിഡി അംഗീകരിച്ചു.,
content,insights.9.tag,Inclusion,ഉൾപ്പെടുത്തൽ,
content,insights.9.title,Inclusion of vulnerable populations,ദുർബല ജനവിഭാഗങ്ങളുടെ ഉൾപ്പെടുത്തൽ,
content,insights.9.body,"Special attention to elderly, persons with chronic illness/disability, and children needing long-term rehabilitation.","പ്രായമായവർ, വിട്ടുമാറാത്ത രോഗം/വൈകല്യം ഉള്ളവർ, ദീർഘകാല പുനരധിവാസം ആവശ്യമുള്ള കുട്ടികൾ എന്നിവർക്ക് പ്രത്യേക ശ്രദ്ധ.",
content,insights.10.tag,Youth,യുവത്വം,
content,insights.10.title,Youth engagement,യുവാക്കളുടെ ഇടപെടൽ,
content,insights.10.body,"Through awareness programs, volunteer opportunities, and educational integration. Young HCPs need community exposure.","ബോധവൽക്കരണ പരിപാടികൾ, സന്നദ്ധസേവന അവസരങ്ങൾ, വിദ്യാഭ്യാസ സംയോജനം എന്നിവയിലൂടെ. യുവ എച്ച്.സി.പി.മാർക്ക് സമൂഹത്തിൽ നിന്നുള്ള എക്സ്പോഷർ ആവശ്യമാണ്.",
# === CONTENT · VOICES (11) ===,,,,
content,voices.1.name,Rajeev Sadanandan,രാജീവ് സദാനന്ദൻ,
content,voices.1.role,"Former Health Secretary, Kerala",മുൻ കേരള ആരോഗ്യ സെക്രട്ടറി,
content,voices.1.quote,"Reduce hospital dependency, control healthcare costs, and revive the family doctor system. The ideas resonate with the needs of the broader community.","ആശുപത്രി ആശ്രിതത്വം കുറയ്ക്കുക, ആരോഗ്യ സംരക്ഷണ ചെലവുകൾ നിയന്ത്രിക്കുക, കുടുംബ ഡോക്ടർ സംവിധാനത്തെ പുനരുജ്ജീവിപ്പിക്കുക. ആശയങ്ങൾ വിശാലമായ സമൂഹത്തിന്റെ ആവശ്യങ്ങളുമായി പ്രതിധ്വനിക്കുന്നു.",
content,voices.1.group,Policy,നയം,
content,voices.2.name,Dr Junaid Rehman,ഡോ. ജുനൈദ് റഹ്മാൻ,
content,voices.2.role,"Chairman, IMA Arike","ചെയർമാൻ, ഐഎംഎ അരികെ",
content,voices.2.quote,A revolutionary project. IMA Cochin is prepared to take on the challenges and lead it towards success.,വിപ്ലവകരമായ ഒരു പദ്ധതി. വെല്ലുവിളികളെ ഏറ്റെടുത്ത് വിജയത്തിലേക്ക് നയിക്കാൻ ഐഎംഎ കൊച്ചിൻ തയ്യാറാണ്.,
content,voices.2.group,Clinical,ക്ലിനിക്കൽ,
content,voices.3.name,KT Kurien,കെ.ടി. കുര്യൻ,
content,voices.3.role,"CEO & MP, Premji Invest","സിഇഒ & എംപി, പ്രേംജി ഇൻവെസ്റ്റ്",
content,voices.3.quote,"A timely intervention. Strong support, expressed via video message.","സമയോചിതമായ ഇടപെടൽ. ശക്തമായ പിന്തുണ, വീഡിയോ സന്ദേശത്തിലൂടെ പ്രകടിപ്പിച്ചു.",
content,voices.3.group,Industry,വ്യവസായം,
content,voices.4.name,Binod Hariharan,ബിനോദ് ഹരിഹരൻ,
content,voices.4.role,"Chairman, Pallium India",പാലിയം ഇന്ത്യയുടെ ചെയർമാൻ,
content,voices.4.quote,The palliative care model proves community capability. Scale that participation across all of healthcare.,പാലിയേറ്റീവ് കെയർ മാതൃക സമൂഹ ശേഷി തെളിയിക്കുന്നു. ആരോഗ്യ സംരക്ഷണത്തിന്റെ എല്ലാ മേഖലകളിലും ആ പങ്കാളിത്തം വർദ്ധിപ്പിക്കുക.,
content,voices.4.group,Community,സമൂഹം,
content,voices.5.name,Bodhish Thomas,ബോധിഷ് തോമസ്,
content,voices.5.role,"Director, OHC Network","ഡയറക്ടർ, OHC നെറ്റ്‌വർക്ക്",
content,voices.5.quote,Open Health Care Network can enable NNHC digitally. The success of palliative-care EMRs in Kerala is already proven.,ഓപ്പൺ ഹെൽത്ത് കെയർ നെറ്റ്‌വർക്കിന് എൻ‌എൻ‌എച്ച്‌സിയെ ഡിജിറ്റലായി പ്രാപ്തമാക്കാൻ കഴിയും. കേരളത്തിലെ പാലിയേറ്റീവ്-കെയർ ഇ‌എം‌ആറുകളുടെ വിജയം ഇതിനകം തെളിയിക്കപ്പെട്ടിട്ടുണ്ട്.,
content,voices.5.group,Tech,ടെക്,
content,voices.6.name,Abdul Majeed,അബ്ദുൾ മജീദ്,
content,voices.6.role,Easy Cook,എളുപ്പമുള്ള കുക്ക്,
content,voices.6.quote,"The ""Ente Gramam"" model - clustering 100 families into a functional unit - is a working precedent for neighbourhood-scale care.","100 കുടുംബങ്ങളെ ഒരു പ്രവർത്തന യൂണിറ്റായി കൂട്ടുന്ന ""എന്റെ ഗ്രാമം"" മാതൃക, അയൽപക്ക-തല പരിചരണത്തിന് ഒരു പ്രായോഗിക മാതൃകയാണ്.",
content,voices.6.group,Community,സമൂഹം,
content,voices.7.name,Dr Mathews Numpeli,ഡോ. മാത്യൂസ് നുമ്പേലി,
content,voices.7.role,Healthcare leader,ആരോഗ്യ സംരക്ഷണ നേതാവ്,
content,voices.7.quote,Build a structured system. Train professionals to support community care.,ഒരു ഘടനാപരമായ സംവിധാനം കെട്ടിപ്പടുക്കുക. കമ്മ്യൂണിറ്റി പരിചരണത്തെ പിന്തുണയ്ക്കാൻ പ്രൊഫഷണലുകളെ പരിശീലിപ്പിക്കുക.,
content,voices.7.group,Clinical,ക്ലിനിക്കൽ,
content,voices.8.name,Gibu P Mathew,ഗിബു പി മാത്യു,
content,voices.8.role,Builders Association of India,ബിൽഡേഴ്‌സ് അസോസിയേഷൻ ഓഫ് ഇന്ത്യ,
content,voices.8.quote,"Wheelchair access, wider doors and lifts, side rails - building age-friendly infrastructure into our designs.","വീൽചെയർ ആക്‌സസ്, വിശാലമായ വാതിലുകളും ലിഫ്റ്റുകളും, സൈഡ് റെയിലുകളും - പ്രായക്കാർക്ക് അനുയോജ്യമായ അടിസ്ഥാന സൗകര്യങ്ങൾ ഞങ്ങളുടെ ഡിസൈനുകളിൽ ഉൾപ്പെടുത്തിയിട്ടുണ്ട്.",
content,voices.8.group,Industry,വ്യവസായം,
content,voices.9.name,MG Praveen,എം ജി പ്രവീൺ,
content,voices.9.role,Community organiser,കമ്മ്യൂണിറ്റി ഓർഗനൈസർ,
content,voices.9.quote,"Many volunteers lack ownership. With guidance, they become active contributors.","പല വളണ്ടിയർമാർക്കും ഉടമസ്ഥാവകാശം കുറവാണ്. മാർഗ്ഗനിർദ്ദേശം ലഭിക്കുമ്പോൾ, അവർ സജീവ സംഭാവകരായി മാറുന്നു.",
content,voices.9.group,Community,സമൂഹം,
content,voices.10.name,Boney Thomas,ബോണി തോമസ്,
content,voices.10.role,Kochi Muziris Biennale,കൊച്ചി മുസിരിസ് ബിനാലെ,
content,voices.10.quote,Enhance public visibility and engagement through digital platforms.,ഡിജിറ്റൽ പ്ലാറ്റ്‌ഫോമുകളിലൂടെ പൊതുജനങ്ങളുടെ ദൃശ്യപരതയും ഇടപെടലും വർദ്ധിപ്പിക്കുക.,
content,voices.10.group,Community,സമൂഹം,
content,voices.11.name,Dr Varun,ഡോ. വരുൺ,
content,voices.11.role,"Cardiologist, Andhra","കാർഡിയോളജിസ്റ്റ്, ആന്ധ്ര",
content,voices.11.quote,Focus on unmet social determinants. Identify who needs what.,പാലിക്കപ്പെടാത്ത സാമൂഹിക നിർണ്ണായക ഘടകങ്ങളിൽ ശ്രദ്ധ കേന്ദ്രീകരിക്കുക. ആർക്കാണ് എന്താണ് വേണ്ടതെന്ന് തിരിച്ചറിയുക.,
content,voices.11.group,Clinical,ക്ലിനിക്കൽ,
# === CONTENT · ENGAGE PATHWAYS (6) ===,,,,
content,engage.1.for,Healthcare Professional,ആരോഗ്യ ശുശ്രൂഷാ പ്രൊഫഷണൽ,
content,engage.1.action1,Join your IMA district anchor team.,നിങ്ങളുടെ IMA ജില്ലാ ആങ്കർ ടീമിൽ ചേരൂ.,
content,engage.1.action2,Nominate yourself for the district specialist panel.,ജില്ലാ സ്പെഷ്യലിസ്റ്റ് പാനലിലേക്ക് നിങ്ങളെത്തന്നെ നാമനിർദ്ദേശം ചെയ്യുക.,
content,engage.1.action3,Mentor a younger colleague into community exposure.,ഒരു ഇളയ സഹപ്രവർത്തകനെ സമൂഹത്തിന്റെ ഇടപെടലുകളിലേക്ക് നയിക്കുക.,
content,engage.1.action4,Pilot the family doctor relationship in your existing practice.,നിങ്ങളുടെ നിലവിലുള്ള പ്രാക്ടീസിൽ കുടുംബ ഡോക്ടർ ബന്ധം പൈലറ്റ് ചെയ്യുക.,
content,engage.2.for,Foundation or Donor,ഫൗണ്ടേഷൻ അല്ലെങ്കിൽ ദാതാവ്,
content,engage.2.action1,"Engage as a partnering core member, not a transactional donor.","ഒരു ഇടപാട് ദാതാവായിട്ടല്ല, ഒരു പങ്കാളിത്ത കോർ അംഗമായി ഇടപെടുക.",
content,engage.2.action2,Co-design care programs with IMA leadership through the SPV.,എസ്‌പി‌വി വഴി ഐ‌എം‌എ നേതൃത്വവുമായി സഹകരിച്ച് പരിചരണ പരിപാടികൾ രൂപകൽപ്പന ചെയ്യുക.,
content,engage.2.action3,Sponsor a district's gap-assessment and pilot deployment.,ഒരു ജില്ലയുടെ വിടവ് വിലയിരുത്തലും പൈലറ്റ് വിന്യാസവും സ്പോൺസർ ചെയ്യുക.,
content,engage.2.action4,Place a representative on the SPV core.,SPV കോറിൽ ഒരു പ്രതിനിധിയെ നിയമിക്കുക.,
content,engage.3.for,Trade or Industry Association,വ്യാപാര അല്ലെങ്കിൽ വ്യവസായ അസോസിയേഷൻ,
content,engage.3.action1,Convene your executive committee for an NNHC orientation.,ഒരു NNHC ഓറിയന്റേഷനായി നിങ്ങളുടെ എക്സിക്യൂട്ടീവ് കമ്മിറ്റി വിളിച്ചുകൂട്ടുക.,
